"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 2014752 A1 20090114";"20090114";"200903";"en";"";"";"20070623";"";"";"";"";"";"";"C11C 3/12 (2006.01)
C07C 67/283 (2006.01)";"18542 Palaia Kokkínía, Peíreas
13121 Ilion, Athens
15234 Chalandri Athens
1016 Nicosia";"GR
GR
GR
CY";"40589 Düsseldorf
10676 Athens";"DE
GR";"40551 Düsseldorf";"DE";"Process for the manufacture of saturated fatty acid esters in the presence of a homogeneous complex of a Group VIII metal and a sulfonated phosphite";"Suggested is a process for the manufacture of saturated fatty acid esters by subjecting unsaturated fatty acid esters to hydrogenation in the presence of a catalyst suitable for catalysing the saturation of double bonds in the esters, which is characterised in that said catalyst represents a homogenous complex of a Group VIII metal and a sulfonated phosphite as the hydrophilic ligand."
"EP 2015812 A1 20090121";"20090121";"200904";"en";"GR 20060100275 20060509";"20060509";"20060509";"WO2007129127 20071115 [2007-46]";"GR2007000026 20070509 (en)";"20070509";"";"";"";"A61M 15/00 (2006.01)";"190 09 Pikermi Attika";"GR";"190 09 Pikermi Attika";"GR";"";"";"DRY POWDER INHALATION DEVICE FOR THE SIMULTANEOUS ADMINISTRATION OF MORE THAN ONE MEDICAMENT";""
"EP 2015812 B1 20101103";"20101103";"201044";"en";"GR 20060100275 20060509";"20060509";"20060509";"WO2007129127 20071115 [2007-46]";"GR2007000026 20070509 (en)";"20070509";"";"";"";"A61M 15/00 (2006.01)";"190 09 Pikermi Attika";"GR";"190 09 Pikermi Attika";"GR";"";"";"DRY POWDER INHALATION DEVICE FOR THE SIMULTANEOUS ADMINISTRATION OF MORE THAN ONE MEDICAMENT";""
"EP 2015813 A1 20090121";"20090121";"200904";"en";"GR 20060100276 20060509";"20060509";"20060509";"WO2007129128 20071115 [2007-46]";"GR2007000027 20070509 (en)";"20070509";"";"";"";"A61M 15/00 (2006.01)";"190 09 Pikermi Attika";"GR";"190 09 Pikermi Attika";"GR";"";"";"IMPROVEMENT OF A DRY POWDER INHALER";""
"EP 2015813 B1 20101103";"20101103";"201044";"en";"GR 20060100276 20060509";"20060509";"20060509";"WO2007129128 20071115 [2007-46]";"GR2007000027 20070509 (en)";"20070509";"";"";"";"A61M 15/00 (2006.01)";"190 09 Pikermi Attika";"GR";"190 09 Pikermi Attika";"GR";"";"";"IMPROVEMENT OF A DRY POWDER INHALER";""
"EP 2017657 A2 20090121";"20090121";"200904";"en";"GR 20070100465 20070719";"20070719";"20070719";"";"";"";"";"";"G02B 27/28 (2006.01)";"G02B 5/30 (2006.01)
G03B 21/60 (2006.01)";"26504 Patras
26442 Patras";"GR
GR";"26500 Rio, Patras
26504 Patras
26442 Patras";"GR
GR
GR";"";"";"A circular polarizing screen for displays with a plane-polarized output emission";"A circular polarizing screen comprised of a broad-band quarter-wave retardation plate (1) where the angle between the plate's fast axis (2) and the electric field vector (4) of the incident plane-polarized light of the TFT-LCD display is 45 degrees, thus transforming the output emission into a circularly polarized light (5) with equal amplitudes of vibration in all azimuths, which is a good approximation of non-polarized light.
The advantage of the invention is its simplicity and minimal brightness loss. Moreover, it is highly suitable for production in industrial scale as a built-in component of TFT-LCD displays. <img file=""imgaf001.tif"" he=""105"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""87""/>"
"EP 2017657 A3 20100127";"20100127";"201004";"en";"GR 20070100465 20070719";"20070719";"20070719";"";"";"";"";"";"G02B 27/28 (2006.01)";"G02B 5/30 (2006.01)
G03B 21/60 (2006.01)";"26504 Patras
26442 Patras";"GR
GR";"26500 Rio, Patras
26504 Patras
26442 Patras";"GR
GR
GR";"";"";"A circular polarizing screen for displays with a plane-polarized output emission";"A circular polarizing screen comprised of a broad-band quarter-wave retardation plate (1) where the angle between the plate's fast axis (2) and the electric field vector (4) of the incident plane-polarized light of the TFT-LCD display is 45 degrees, thus transforming the output emission into a circularly polarized light (5) with equal amplitudes of vibration in all azimuths, which is a good approximation of non-polarized light.
The advantage of the invention is its simplicity and minimal brightness loss. Moreover, it is highly suitable for production in industrial scale as a built-in component of TFT-LCD displays. <img file=""imgaf001.tif"" he=""93"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""80""/>"
"EP 2017665 A1 20090121";"20090121";"200904";"en";"GR 20070100466 20070719";"20070719";"20070719";"";"";"";"";"";"";"G02C 7/12 (2006.01)";"x
x";"GR
GR";"26500 Rio, Patras
26504 Patras
26442 Patras";"GR
GR
GR";"";"";"Eyeglasses with quarter-wave retardation plates for working with displays with a linearly polarized light emission";"Eyeglasses (8) incorporating broad-band quarter-wave retardation plates (1), where the angle between the plate's fast axis (2) and the electric field vector (4) of the incident plane-polarized light of the TFT-LCD display is 45 degrees, thus transforming the output emission into a circularly polarized light (5) with equal amplitudes of vibration in all azimuths, which is a good approximation of non-polarized light.
The advantage of the invention is its simplicity and minimal brightness loss. Moreover, it is highly suitable for production in industrial scale. <img file=""imgaf001.tif"" he=""102"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""139""/>"
"EP 2020810 A1 20090204";"20090204";"200906";"en";"";"";"20070802";"";"";"";"";"";"";"H04M 1/275 (2006.01)";"Halandri, Athens 15232";"GR";"15125 Maroussi";"GR";"London SE1 2HW";"GB";"Signal generation device for use in a telephony network";"An electronic device 10 for generating telephony signals, such as DTMF sequences, for communication over a telephony network 36 comprising a signal output 30 for communicating a signal to the telephony network 36, a processor 18 having a memory 22 for storing a telephony signal electronically and being adapted to drive the output, the device being portable and comprising a simple user interface having a user actuator 26, 28 and a status indicator 24. In particular the device is capable of generating DTMF sequences with the possibility of reprogramming for use as an electronic prepaid telephony card, shortcut of telephone directory, televoting and certification of customers. <img file=""imgaf001.tif"" he=""111"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""113""/>"
"EP 2020810 B1 20140618";"20140618";"201425";"en";"";"";"20070802";"";"";"";"";"";"";"H04M 1/275 (2006.01)";"15232 Halandri ";"GR";"15125 Maroussi";"GR";"London SE1 2AU";"GB";"Signal generation device for use in a telephony network";""
"EP 2024290 A1 20090218";"20090218";"200908";"en";"EP 07100268 20070109
US 884037 P 20070109";"20070109
20070109";"20070109";"WO2008084030 20080717 [2008-29]";"EP2008050099 20080107 (en)";"20080107";"";"";"";"C03B 37/023 (2006.01)
C03C 25/62 (2006.01)";"11256 Athens
08440 Cardedeu Barcelona";"GR
ES";"11256 Athens
08440 Cardedeu Barcelona";"GR
ES";"08008 Barcelona";"ES";"METHOD AND SYSTEM FOR PRODUCING AN INFRARED TRANSMITTING FIBER";""
"EP 2024290 B1 20100428";"20100428";"201017";"en";"EP 07100268 20070109
US 884037 P 20070109";"20070109
20070109";"20070109";"WO2008084030 20080717 [2008-29]";"EP2008050099 20080107 (en)";"20080107";"";"";"";"C03B 37/023 (2006.01)
C03C 25/62 (2006.01)";"11256 Athens
08440 Cardede";"GR
ES";"11256 Athens
08440 Cardede";"GR
ES";"08002 Barcelona";"ES";"METHOD AND SYSTEM FOR PRODUCING AN INFRARED TRANSMITTING FIBER";""
"EP 2027320 A1 20090225";"20090225";"200909";"en";"";"";"20060606";"WO2007140801 20071213 [2007-50]";"EP2006005372 20060606 (en)";"20060606";"";"";"";"D04B 21/12 (2006.01)";"GR-Heraclion";"GR";"Heraclion";"GR";"81667 München";"DE";"NET AND PROCESS FOR PRODUCING THE NET";""
"EP 2027320 B1 20151223";"20151223";"201552";"en";"";"";"20060606";"WO2007140801 20071213 [2007-50]";"EP2006005372 20060606 (en)";"20060606";"";"";"";"D04B 21/12 (2006.01)";"GR-Heraclion";"GR";"Heraclion";"GR";"81541 München";"DE";"NET AND PROCESS FOR PRODUCING THE NET";""
"EP 2029329 A1 20090304";"20090304";"200910";"en";"";"";"20060620";"WO2007147420 20071227 [2007-52]";"EP2006005905 20060620 (en)";"20060620";"";"";"";"B26B 21/22 (2006.01)";"117 41 Koukaki Athens
114 76  Athens
113 63 Kypseli Athens";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR BLADE UNIT HEAD AND SAFETY RAZOR INCLUDING SUCH A BLADE UNIT";""
"EP 2029329 B1 20110302";"20110302";"201109";"en";"";"";"20060620";"WO2007147420 20071227 [2007-52]";"EP2006005905 20060620 (en)";"20060620";"";"";"";"B26B 21/22 (2006.01)";"117 41 Koukaki Athens
114 76  Athens
113 63 Kypseli Athens";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR BLADE UNIT HEAD AND SAFETY RAZOR INCLUDING SUCH A BLADE UNIT";""
"EP 2033907 A1 20090311";"20090311";"200911";"en";"GR 20070100552 20070830";"20070830";"20070830";"";"";"";"";"";"";"B65D 51/24 (2006.01)
C12G 1/08 (2006.01)";"Kerkyra";"GR";"Kerkyra";"GR";"";"";"Sampling and removing sediment cap for liquid's bottles";"A sampling cap and sediment remover for bottles of liquid allowing sampling from the bottle without opening it consists of three parts (Drawing 1,2,3,4) connected in series. The first part (Drawing 1,2,3,4 part 1) is connected in series or at the second part (Drawing 1,2 part 2) or directly at the third part (Drawing 1,2,3,4 part 3). The second part is inserted between the first and the third piece when it is appropriate to allow the sampling or the removing of the sediment. It have cap form, apply at the entrance of the bottle's inlet but is hollow inside (cup form) and from its inside extends an axis which hold the third piece. The connection is achieved either by thread or any other way of fast join. With the bottle upside down, any sediment settle inside the second piece."
"EP 2043437 A2 20090408";"20090408";"200915";"en";"US 803308 P 20060526
US 859965 P 20061120";"20060526
20061120";"20060526";"WO2008004132 20080110 [2008-02]";"IB2007003176 20070524 (en)";"20070524";"";"";"";"A01N 43/22 (2006.01)
A01P 7/04 (2006.01)
A01N 25/18 (2006.01)";"GR-145 64 Kifissia";"GR";"145 64 Krfissia";"GR";"81675 München";"DE";"THE VAPOR-PHASE APPLICATION OF SPINOSYN FOR THE CONTROL OF PESTS, AND FORMULATIONS AND PRODUCTS UTILIZING THE SAME";""
"EP 2054199 A1 20090506";"20090506";"200919";"en";"";"";"20060825";"WO2008023210 20080228 [2008-09]";"IB2006002318 20060825 (en)";"20060825";"";"";"";"B26B 21/22 (2006.01)
B26B 21/40 (2006.01)";"GR-11476 Nea Kipseli
GR-113 63 Kipseli
GR-11 741 Koukaki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"SHAVING BLADE UNIT AND SHAVER HAVING SUCH A BLADE UNIT";""
"EP 2054199 B1 20110223";"20110223";"201108";"en";"";"";"20060825";"WO2008023210 20080228 [2008-09]";"IB2006002318 20060825 (en)";"20060825";"";"";"";"B26B 21/22 (2006.01)
B26B 21/40 (2006.01)";"11476 Nea Kipseli
113 63 Kipseli
11 741 Koukaki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"SHAVING BLADE UNIT AND SHAVER HAVING SUCH A BLADE UNIT";""
"EP 2056995 A1 20090513";"20090513";"200920";"en";"";"";"20060825";"WO2008023211 20080228 [2008-09]";"IB2006002320 20060825 (en)";"20060825";"";"";"";"B26B 21/22 (2006.01)
B26B 21/40 (2006.01)";"GR-114 76 Athens
GR-113 63 Kypseli
Koukaki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"SHAVING BLADE UNIT COMPRISING A MOVABLE TRIMMING BLADE PROTECTOR AND SHAVER HAVING SUCH A BLADE UNIT";""
"EP 2056995 B1 20110309";"20110309";"201110";"en";"";"";"20060825";"WO2008023211 20080228 [2008-09]";"IB2006002320 20060825 (en)";"20060825";"";"";"";"B26B 21/22 (2006.01)
B26B 21/40 (2006.01)";"GR-114 76 Athens
GR-113 63 Kypseli
Koukaki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"SHAVING BLADE UNIT COMPRISING A MOVABLE TRIMMING BLADE PROTECTOR AND SHAVER HAVING SUCH A BLADE UNIT";""
"EP 2058031 A1 20090513";"20090513";"200920";"en";"GR 20070100681 20071112";"20071112";"20071112";"";"";"";"";"";"A61N 5/06 (2006.01)";"A63B 22/00 (2006.01)";"21 200 Argos";"GR";"21 200 Argos";"GR";"";"";"Gymnastics machine with ultraviolet";"Combination of electro heat (exposure of the athlete to infrared light) with simultaneous exercise in machines such as treadmill, bicycle, elliptic machines and generally any machine for muscle exercise with the aim of increasing muscular strength, losing weight, cures from muscular diseases, steatolysis.
Luminous ultraviolet radiance is produced by filamentous tungsten lamps which are in α metal reflex. In any conventional aerobics machine there are filamentous tungsten lamps which are in metal reflector in proper arrangement and on stable metal bases, on the right, on the left and behind the athlete, which produce great temperature, transmitting ultraviolet radiance which has nothing to do with ultraviolet or any other kind of radioactive radiance. As the athlete is performing the exercise, simultaneously surface heating is obtained by the infrared light of lamps with the increase of the number of white blood corpsules, faster metabolism and better circulation. The result of it is the faster and more effective burning of body fat, providing the ability to exclude (remove) big amounts of unwanted toxins from the human body."
"EP 2066953 A1 20090610";"20090610";"200924";"en";"";"";"20061006";"WO2008040394 20080410 [2008-15]";"EP2006067151 20061006 (en)";"20061006";"";"";"";"F16L 25/14 (2006.01)
F16L 47/06 (2006.01)";"GR-14563 Athen
GR-14563 Athen";"GR
GR";"11527 Athen";"GR";"80336 München";"DE";"INSERT FOR CONNECTING STANDARDIZED FITTINGS WITH MULTILAYER PIPES";""
"EP 2067199 A2 20090610";"20090610";"200924";"en";"US 843801 P 20060911
US 805635 20070524";"20060911
20070524";"20060911";"WO2008038162 20080403 [2008-14]";"IB2007004294 20070911 (en)";"20070911";"";"";"";"H01M 4/88 (2006.01)";"26504 Patras
26504 Patras
26504 Patras
26500 Patras
26500 Patras
26500 Patras
26500 Patras";"GR
GR
GR
GR
GR
GR
GR";"15125 Marousi, Athens";"GR";"80539 München";"DE";"AROMATIC POLYETHER COPOLYMERS AND POLYMER BLENDS AND FUEL CELLS COMPRISING THE SAME";""
"EP 2067199 B1 20140108";"20140108";"201402";"en";"US 843801 P 20060911
US 805635 20070524";"20060911
20070524";"20060911";"WO2008038162 20080403 [2008-14]";"IB2007004294 20070911 (en)";"20070911";"";"";"";"H01M 4/88 (2006.01)";"26504 Patras
26504 Patras
26504 Patras
26500 Patras
26500 Patras
26500 Patras
26500 Patras";"GR
GR
GR
GR
GR
GR
GR";"15125 Marousi, Athens";"GR";"80539 München";"DE";"AROMATIC POLYETHER COPOLYMERS AND POLYMER BLENDS AND FUEL CELLS COMPRISING THE SAME";""
"EP 2067438 A1 20090610";"20090610";"200924";"en";"EP 07122262 20071204";"20071204";"20071204";"";"";"";"";"";"A61B 7/00 (2006.01)";"A61B 5/021 (2006.01)
A61B 8/08 (2006.01)";"TT 153 52 Athen";"GR";"TT 153 52 Athen";"GR";"81679 München";"DE";"Device for and method of noninvasive measurement of parameters of diastolic function of left ventricle during exercice and at rest";"The technique consists in obtaining simultaneously from the chest wall by means of a combined transducer (5), comprising both an echo probe (8) and an external pressure sensor (9), a so-called pressocardiogram and a Doppler-echocardiogram in order to detect left ventricular (LV) diastolic dysfunction at rest and during short low level exercise. Specifically, this invention discloses a combined echo-pressocardiographic device - ideally portable - using a combined echo-presso transducer applicable on the thoracic wall, which enables the assessment and calculation of diastolic LV function indices as well as potentially evaluation of the test results and differentiation of characteristic patterns of diastolic behavior of left ventricle with exercise. <img file=""imgaf001.tif"" he=""105"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""139""/>"
"EP 2067438 B1 20130102";"20130102";"201301";"en";"EP 07122262 20071204";"20071204";"20071204";"";"";"";"";"";"A61B 7/00 (2006.01)";"A61B 5/021 (2006.01)
A61B 8/08 (2006.01)";"TT 153 52 Athens";"GR";"TT 153 52 Athens";"GR";"81679 München";"DE";"Device for and method of noninvasive measurement of parameters of diastolic function of left ventricle during exercice and at rest";""
"EP 2071473 A2 20090617";"20090617";"200925";"en";"US 986157 P 20071107
US 19532 20080124";"20071107
20080124";"20071107";"";"";"";"";"";"";"G06F 17/11 (2006.01)";"55236 Panorama";"GR";"55236 Panorama";"GR";"45128 Essen";"DE";"Method for solving minimax and linear programming problems";"A novel method is disclosed for efficiently solving minimax problems, and in particular, for efficiently solving minimax problems wherein the corresponding matrix is large. In particular, the novel method solves minimax problems in O(n2 T) operation count, where denotes the problem size and T is reversely proportional to the required duality gap as one skilled in the art will understand, Further disclosed herein is a method for solving linear programming (LP) problems by converting such problems into minimax problems, and then using the novel minimax solution method disclosed herein. <img file=""imgaf001.tif"" he=""116"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""130""/>"
"EP 2071473 A3 20130619";"20130619";"201325";"en";"US 986157 P 20071107
US 19532 20080124";"20071107
20080124";"20071107";"";"";"";"";"";"";"G06F 17/11 (2006.01)";"55236 Panorama";"GR";"55236 Panorama";"GR";"45130 Essen";"DE";"Method for solving minimax and linear programming problems";"A novel method is disclosed for efficiently solving minimax problems, and in particular, for efficiently solving minimax problems wherein the corresponding matrix is large. In particular, the novel method solves minimax problems in O(n2 T) operation count, where denotes the problem size and T is reversely proportional to the required duality gap as one skilled in the art will understand, Further disclosed herein is a method for solving linear programming (LP) problems by converting such problems into minimax problems, and then using the novel minimax solution method disclosed herein. <img file=""imgaf001.tif"" he=""111"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 2071473 A8 W1A2 20091014";"20091014";"200942";"en";"US 986157 P 20071107
US 19532 20080124";"20071107
20080124";"20071107";"";"";"";"";"";"";"G06F 17/11 (2006.01)";"55236 Panorama";"GR";"55236 Panorama";"GR";"45128 Essen";"DE";"Method for solving minimax and linear programming problems";"A novel method is disclosed for efficiently solving minimax problems, and in particular, for efficiently solving minimax problems wherein the corresponding matrix is large. In particular, the novel method solves minimax problems in O(n2 T) operation count, where denotes the problem size and T is reversely proportional to the required duality gap as one skilled in the art will understand, Further disclosed herein is a method for solving linear programming (LP) problems by converting such problems into minimax problems, and then using the novel minimax solution method disclosed herein. <img file=""imgaf001.tif"" he=""106"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""71""/>"
"EP 2071473 A9 W2A2 20121017";"20121017";"201242";"en";"US 986157 P 20071107
US 19532 20080124";"20071107
20080124";"20071107";"";"";"";"";"";"";"G06F 17/11 (2006.01)";"55236 Panorama";"GR";"55236 Panorama";"GR";"45128 Essen";"DE";"Method for solving minimax and linear programming problems";"A novel method is disclosed for efficiently solving minimax problems, and in particular, for efficiently solving minimax problems wherein the corresponding matrix is large. In particular, the novel method solves minimax problems in O(n2 T) operation count, where denotes the problem size and T is reversely proportional to the required duality gap as one skilled in the art will understand, Further disclosed herein is a method for solving linear programming (LP) problems by converting such problems into minimax problems, and then using the novel minimax solution method disclosed herein. <img file=""imgaf001.tif"" he=""102"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""70""/>"
"EP 2072420 A1 20090624";"20090624";"200926";"en";"";"";"20071220";"";"";"";"";"";"";"B65F 1/16 (2006.01)";"69 100 Komotini";"GR";"25100 Aigio Achaias";"GR";"";"";"Waste container lid controlling machanism";"A lid controlling mechanism for waste containers (1) comprising a substantially flat lid (2) pivotally mounted along an axis (3) at the rear thereof, wherein the mechanism facilitates lid opening, stabilises the lid at a predetermined opened position sufficient for waste disposal into the container, retards movement of the lid back to closed position and allows unhindered rotation of the lid at an angle of 270° in relation to its closed position to appropriately adapt it for a mechanical waste collection process. The mechanism comprises a base member (10b, 20b) for an elastically loaded spring means (10c, 20c), the base member being fixedly mounted centrally onto the inner rear side of the lid, adjacently and perpendicularly oriented with respect to axis (3), and a lever member (10a, 20a) being pivotally connected with the assembly of base member (10b, 20b) and elastically loaded spring means (10c, 20c). A predetermined restricted arc of rotation of lever member (10a, 20a) whilst lever member (10a, 20a) bears against the inner rear side (5) of waste container (1) corresponds to a predetermined arc of rotation of the lid (2) providing an opening of the waste container sufficient for the disposal of waste therein. <img file=""imgaf001.tif"" he=""107"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""131""/>"
"EP 2072943 A1 20090624";"20090624";"200926";"en";"";"";"20071220";"";"";"";"";"";"";"F41H 5/04 (2006.01)";"IIIiopoli 16342, Athens";"GR";"16342 Athens";"GR";"80335 München";"DE";"Protection armor";"The present invention relates to improved protection armor for providing protection against high impact projectiles, said armor having improved resistance at a reduced overall weight. The invention further relates to methods of producing such armor and to objects protected by such armor. <img file=""imgaf001.tif"" he=""61"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""133""/>"
"EP 2077239 A2 20090708";"20090708";"200928";"en";"EP 08150032 20080103";"20080103";"20080103";"";"";"";"";"";"";"B65D 75/32 (2006.01)
B29C 51/00 (2006.01)
B32B 27/32 (2006.01)";"19400  Koropi Attica";"GR";"19400 Koropi";"GR";"80801 München";"DE";"Thermoforming films";"The present invention is directed to a thermoforming pack made of top and bottom web films and to a method of forming said pack."
"EP 2077239 A3 20091021";"20091021";"200943";"en";"EP 08150032 20080103";"20080103";"20080103";"";"";"";"";"";"";"B65D 75/32 (2006.01)
B29C 51/00 (2006.01)
B32B 27/32 (2006.01)";"19400  Koropi Attica";"GR";"19400 Koropi";"GR";"80801 München";"DE";"Thermoforming films";"The present invention is directed to a thermoforming pack made of top and bottom web films and to a method of forming said pack."
"EP 2077297 A1 20090708";"20090708";"200928";"en";"EP 08150005 20080102";"20080102";"20080102";"";"";"";"";"";"";"C08L 27/08 (2006.01)
B32B 27/30 (2006.01)
C08J 5/18 (2006.01)";"19400 Koropi Attica";"GR";"19400 Koropi";"GR";"80801 München";"DE";"PVDC formulation and heat shrinkable film";"The present invention is directed to a polymer blend formulation and to heat shrinkable film, bags, pouches and the like made therefrom. The invention is further directed to a method of producing a heat shrinkable film with the proper gas permeability properties so that it is ideal for packaging and preservation of gassing cheese."
"EP 2077297 B1 20120404";"20120404";"201214";"en";"EP 08150005 20080102";"20080102";"20080102";"";"";"";"";"";"";"C08L 27/08 (2006.01)
B32B 27/30 (2006.01)
C08J 5/18 (2006.01)";"19400 Koropi Attica";"GR";"19400 Koropi";"GR";"80801 München";"DE";"PVDC formulation and heat shrinkable film";""
"EP 2077828 A2 20090715";"20090715";"200929";"en";"US 854073 P 20061025
US 929443 P 20070627
US 929444 P 20070627";"20061025
20070627
20070627";"20061025";"WO2008050344 20080502 [2008-18]";"IL2007001300 20071025 (en)";"20071025";"";"";"";"A61K 31/05 (2006.01)
A61K 31/09 (2006.01)
A61K 31/165 (2006.01)
A61K 31/232 (2006.01)
A61K 31/352 (2006.01)
A61P 1/16 (2006.01)";"93547 Jerusalem
96190 Jerusalem
Jerusalem, 92581
96400 Jerusalem
Ness Zion
99788 Kraf Shmuel
GR-55236 Thessaloniki
GR-54352 Thessaloniki";"IL
IL
IL
IL
IL
IL
GR
GR";"91390 Jerusalem
91120 Jerusalem
54124 Thessaloniki";"IL
IL
GR";"81675 München";"DE";"TREATMENT OF HEPATIC ENCEPHALOPATHY AND LIVER CIRRHOSIS";""
"EP 2078857 A1 20090715";"20090715";"200929";"de";"GR 20070100533 20070814";"20070814";"20070814";"";"";"";"";"";"";"F03G 7/00 (2006.01)
F03G 7/08 (2006.01)";"43100 Karditsa";"GR";"43100 Karditsa";"GR";"";"";"Mechanism for the production of electrical energy from the movement of vehicles in a street network";""
"EP 2081838 A1 20090729";"20090729";"200931";"en";"GR 20060100601 20061027";"20061027";"20061027";"WO2008050159 20080502 [2008-18]";"GR2007000029 20070515 (en)";"20070515";"";"";"";"B65D 6/24 (2006.01)
B65D 81/38 (2006.01)";"Athens";"GR";"19004 Spata
15342 Agia Paraskevi";"GR
GR";"";"";"ASSEMBLED ISOTHERMAL BOX - CONTAINER";""
"EP 2083193 A1 20090729";"20090729";"200931";"en";"GR 20080100048 20080125";"20080125";"20080125";"";"";"";"";"";"";"F16H 3/76 (2006.01)
B60K 17/346 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"Controlled transmission differential with electric engine and/or self-regulated";"Controlled-transmission differential, with electric engine and/or self-regulated, consisting of parabolic gears which receive the motion from their carrier (5) and transfer it in a controlled manner, with the intervention of an electric engine (16) and/or a circular follower, directly to the gears of the planets, which are mounted on disks (6, 7) at the internal ends of the half-axles (39, 41) and which also have a parabolic shape, without the intervention of other mechanical elements. The shafts of the satellites may change their rotation angle in relation to the middle vertical which passes through the rotation shaft of the planets (11, 14), and which ends to the disks of the half-axles (6, 7) by radial splines (55) and conical springs (12) compensating thermal constrictions/expansions, or compensating/reducing tolerances of sudden load variation. In order to achieve the angular change in the position of the rotation shaft of the satellites the electric engine, or hydraulic oscillator (15, 16) cooperate in combination with the lever arms (23) and bars of four fixing/rotation points (25), which are located on the periphery of the satellite carrier, ad three corresponding ones on the center thereof, with the effect of two coaxial satellite shafts (28, 29) sliding one in the other, or by the use of elliptic fissures (57) on one planet, in the case of the self-regulated differential <img file=""imgaf001.tif"" he=""95"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""83""/>"
"EP 2084338 A1 20090805";"20090805";"200932";"en";"GR 20060100592 20061027";"20061027";"20061027";"WO2008050160 20080502 [2008-18]";"GR2007000054 20071026 (en)";"20071026";"";"";"";"E03F 5/04 (2006.01)
E03F 7/06 (2006.01)";"113 62 Athens";"GR";"113 62 Athens";"GR";"";"";"FLOOR DRAIN WITH ODOUR SEAL";""
"EP 2085216 A1 20090805";"20090805";"200932";"en";"EP 08150769 20080129";"20080129";"20080129";"";"";"";"";"";"";"B32B 27/32 (2006.01)";"19400 Koropi Attica";"GR";"19400 Koropi";"GR";"80801 München";"DE";"Thin film for waste packing cassettes";"The present invention refers to a polymeric film comprising odor barrier material and being able to pack malodorous waste. This is achieved by a multilayer film which comprises ethylene alpha olefin copolymer with a density less than 0.950 g/cm3 in at least one layer."
"EP 2085216 B1 20160420";"20160420";"201616";"en";"EP 08150769 20080129";"20080129";"20080129";"";"";"";"";"";"";"B32B 27/32 (2006.01)";"19400 Koropi Attica";"GR";"19400 Koropi";"GR";"80750 München";"DE";"Thin film for waste packing cassettes";""
